"Pas","2"
"Par","2"
"Nov","2"
"Mol","2"
"IX.","2"
"II,","2"
"I. ","2"
"I, ","2"
"Gai","2"
"Fer","2"
"Fai","2"
"Est","2"
"DN ","2"
"Cat","2"
"Boa","2"
"Aço","2"
"Atl","2"
"Arb","2"
"ADN","2"
"; e","2"
": u","2"
": p","2"
"958","2"
"957","2"
"7 m","2"
"58 ","2"
"400","2"
"3. ","2"
"190","2"
". N","2"
".  ","2"
"-ho","2"
"-ce","2"
", é","2"
", r","2"
", h","2"
", b","2"
"). ","2"
") i","2"
" us","2"
" ur","2"
" um","2"
" rè","2"
" n’","2"
" lu","2"
" i,","2"
" he","2"
" go","2"
" ga","2"
" ev","2"
" dè","2"
" cè","2"
" au","2"
" at","2"
" XI","2"
" To","2"
" Sh","2"
" Ho","2"
" Ga","2"
" Aç","2"
" An","2"
" Al","2"
" AD","2"
" A ","2"
" 58","2"
" 40","2"
" (s","2"
" (a","2"
"…] ","1"
"’ús","1"
"’ún","1"
"’és","1"
"’ut","1"
"’ul","1"
"’t ","1"
"’ol","1"
"’ok","1"
"’oc","1"
"’ns","1"
"’im","1"
"’id","1"
"’ho","1"
"’ha","1"
"’ev","1"
"’eu","1"
"’ep","1"
"’ef","1"
"’In","1"
"’He","1"
"’Au","1"
"’Al","1"
"—cr","1"
"—. ","1"
"úti","1"
"úsc","1"
"ús,","1"
"úni","1"
"úix","1"
"ú m","1"
"órr","1"
"ó é","1"
"ó à","1"
"ó v","1"
"ó r","1"
"ó l","1"
"ó j","1"
"ó h","1"
"ó S","1"
"òl.","1"
"ò t","1"
"ò q","1"
"ò p","1"
"ït ","1"
"ïm ","1"
"ïda","1"
"ïa ","1"
"íto","1"
"íti","1"
"íst","1"
"íqu","1"
"ínu","1"
"íni","1"
"índ","1"
"íli","1"
"ídr","1"
"íco","1"
"í é","1"
"í v","1"
"í t","1"
"í i","1"
"í h","1"
"í d","1"
"í a","1"
"és»","1"
"és.","1"
"ére","1"
"én ","1"
"éme","1"
"éix","1"
"é t","1"
"é s","1"
"é p","1"
"é m","1"
"é l","1"
"é e","1"
"é b","1"
"èrt","1"
"èpo","1"
"è, ","1"
"è t","1"
"è p","1"
"è n","1"
"è  ","1"
"ção","1"
"çà,","1"
"çan","1"
"ç, ","1"
"ç d","1"
"ávi","1"
"águ","1"
"àuf","1"
"àti","1"
"àte","1"
"àst","1"
"àrr","1"
"àpi","1"
"àgi","1"
"àbr","1"
"à s","1"
"à r","1"
"à q","1"
"à n","1"
"à i","1"
"à b","1"
"És,","1"
"», ","1"
"·lò","1"
"·lo","1"
"·li","1"
"·le","1"
"·la","1"
"«Ha","1"
"«A ","1"
"zòn","1"
"zà ","1"
"zin","1"
"zil","1"
"zie","1"
"zem","1"
"zas","1"
"z, ","1"
"z u","1"
"z t","1"
"ypt","1"
"you","1"
"yor","1"
"yia","1"
"yer","1"
"yen","1"
"yan","1"
"ya?","1"
"y: ","1"
"y i","1"
"y d","1"
"y a","1"
"y 5","1"
"xò?","1"
"xò.","1"
"xí,","1"
"xà ","1"
"xud","1"
"xt ","1"
"xpo","1"
"xpe","1"
"xol","1"
"xió","1"
"xil","1"
"xia","1"
"xal","1"
"xad","1"
"xac","1"
"x. ","1"
"x, ","1"
"x m","1"
"x i","1"
"x a","1"
"web","1"
"wag","1"
"w d","1"
"vín","1"
"vim","1"
"vie","1"
"vic","1"
"ve?","1"
"vat","1"
"vap","1"
"vac","1"
"va.","1"
"uït","1"
"uïd","1"
"uïa","1"
"uí ","1"
"uè,","1"
"uàr","1"
"uà ","1"
"uvo","1"
"uts","1"
"usp","1"
"uso","1"
"usi","1"
"usa","1"
"us-","1"
"urt","1"
"urg","1"
"upç","1"
"up ","1"
"uno","1"
"ums","1"
"umf","1"
"um)","1"
"uln","1"
"uja","1"
"uix","1"
"uip","1"
"uio","1"
"uid","1"
"ugm","1"
"ugl","1"
"ufr","1"
"uem","1"
"ue,","1"
"udo","1"
"uct","1"
"ucr","1"
"ubs","1"
"ubr","1"
"ubj","1"
"uba","1"
"uas","1"
"uai","1"
"u-m","1"
"u ú","1"
"u é","1"
"u v","1"
"u s","1"
"u n","1"
"u j","1"
"u e","1"
"u b","1"
"u a","1"
"u M","1"
"u H","1"
"u (","1"
"tít","1"
"tí.","1"
"tí,","1"
"tén","1"
"tém","1"
"tèr","1"
"tàs","1"
"tàr","1"
"tzà","1"
"tze","1"
"txi","1"
"txe","1"
"txa","1"
"tuà","1"
"tut","1"
"tuc","1"
"tub","1"
"tsu","1"
"ts:","1"
"trè","1"
"trà","1"
"tos","1"
"tom","1"
"tog","1"
"to:","1"
"to.","1"
"to,","1"
"tme","1"
"tll","1"
"tir","1"
"tho","1"
"tgí","1"
"tex","1"
"teo","1"
"tel","1"
"teg","1"
"te,","1"
"tc.","1"
"tas","1"
"taq","1"
"ta.","1"
"t: ","1"
"t).","1"
"t ú","1"
"t é","1"
"t o","1"
"t  ","1"
"s’i","1"
"s’h","1"
"sòl","1"
"sé ","1"
"sèr","1"
"s»,","1"
"sus","1"
"sum","1"
"sug","1"
"suc","1"
"sté","1"
"stm","1"
"st,","1"
"ssè","1"
"squ","1"
"spl","1"
"spi","1"
"sov","1"
"sou","1"
"som","1"
"sod","1"
"smà","1"
"smi","1"
"sk ","1"
"sio","1"
"sim","1"
"sii","1"
"sig","1"
"sie","1"
"sic","1"
"se’","1"
"sel","1"
"sei","1"
"sed","1"
"scà","1"
"scu","1"
"scs","1"
"sc.","1"
"sav","1"
"sap","1"
"sa,","1"
"s[i","1"
"s; ","1"
"s.»","1"
"s.[","1"
"s)m","1"
"s)h","1"
"s! ","1"
"s V","1"
"s S","1"
"s I","1"
"s 1","1"
"s /","1"
"s ,","1"
"rúi","1"
"rít","1"
"ríc","1"
"réi","1"
"rès","1"
"rèn","1"
"rç ","1"
"ràt","1"
"ràp","1"
"ràl","1"
"rxa","1"
"rvi","1"
"ruï","1"
"run","1"
"rue","1"
"rsa","1"
"rs[","1"
"rs.","1"
"rpa","1"
"rou","1"
"roo","1"
"rom","1"
"rog","1"
"ro.","1"
"ro,","1"
"rno","1"
"rn ","1"
"rla","1"
"rió","1"
"riè","1"
"rià","1"
"riv","1"
"riq","1"
"rid","1"
"rgu","1"
"rga","1"
"re’","1"
"rev","1"
"rep","1"
"ree","1"
"red","1"
"re/","1"
"re)","1"
"rds","1"
"rda","1"
"rd-","1"
"rd,","1"
"rcu","1"
"rcs","1"
"rcl","1"
"rc,","1"
"rbo","1"
"raï","1"
"rai","1"
"raf","1"
"ra;","1"
"ra:","1"
"ra-","1"
"ra)","1"
"r-t","1"
"r-s","1"
"r-l","1"
"r o","1"
"r b","1"
"r L","1"
"r (","1"
"pçã","1"
"pàg","1"
"pun","1"
"puj","1"
"pug","1"
"ps,","1"
"pra","1"
"pop","1"
"pol","1"
"pil","1"
"pig","1"
"pid","1"
"pi,","1"
"peu","1"
"pee","1"
"ped","1"
"p, ","1"
"p x","1"
"p o","1"
"ow ","1"
"oug","1"
"oti","1"
"oth","1"
"ot,","1"
"os.","1"
"org","1"
"opu","1"
"ope","1"
"opa","1"
"oom","1"
"onà","1"
"on,","1"
"omò","1"
"omè","1"
"omr","1"
"oma","1"
"om.","1"
"om,","1"
"ol·","1"
"old","1"
"ol.","1"
"ois","1"
"oir","1"
"oig","1"
"oi,","1"
"ohn","1"
"ohi","1"
"ogu","1"
"ofu","1"
"oes","1"
"ocó","1"
"ocu","1"
"oct","1"
"occ","1"
"obé","1"
"obv","1"
"obu","1"
"oar","1"
"o: ","1"
"o-t","1"
"o-c","1"
"o r","1"
"o q","1"
"o n","1"
"o j","1"
"o g","1"
"o T","1"
"o R","1"
"o P","1"
"o C","1"
"n’e","1"
"n’a","1"
"ní ","1"
"nàu","1"
"nza","1"
"nyo","1"
"nyi","1"
"ny:","1"
"ny.","1"
"nxa","1"
"nvo","1"
"nuà","1"
"nuv","1"
"nue","1"
"nud","1"
"nua","1"
"nto","1"
"nt?","1"
"nsp","1"
"nsf","1"
"ns?","1"
"ns:","1"
"nre","1"
"npo","1"
"nol","1"
"nnu","1"
"nma","1"
"nll","1"
"nja","1"
"nio","1"
"nim","1"
"ngú","1"
"nge","1"
"ng-","1"
"ng,","1"
"nfl","1"
"nfe","1"
"nec","1"
"ncs","1"
"nco","1"
"ncl","1"
"nc.","1"
"nc-","1"
"na:","1"
"na)","1"
"n j","1"
"n h","1"
"n V","1"
"n P","1"
"n C","1"
"mús","1"
"míl","1"
"mí ","1"
"mèr","1"
"màt","1"
"màn","1"
"mà,","1"
"mvi","1"
"mum","1"
"ms,","1"
"ms ","1"
"mri","1"
"mpu","1"
"mpi","1"
"mpa","1"
"mp.","1"
"mos","1"
"mob","1"
"mi—","1"
"mfe","1"
"med","1"
"me,","1"
"mbi","1"
"mbe","1"
"mba","1"
"maz","1"
"maq","1"
"maj","1"
"m. ","1"
"m),","1"
"m w","1"
"m L","1"
"l’é","1"
"l’u","1"
"l’I","1"
"l’H","1"
"lòc","1"
"líq","1"
"lço","1"
"lç?","1"
"lç,","1"
"láv","1"
"là,","1"
"lzi","1"
"lyp","1"
"lve","1"
"lva","1"
"lut","1"
"lur","1"
"lue","1"
"lto","1"
"lt:","1"
"lt)","1"
"lsi","1"
"ls:","1"
"ls.","1"
"lou","1"
"lob","1"
"lne","1"
"llà","1"
"ll.","1"
"ll,","1"
"liu","1"
"lir","1"
"liq","1"
"lim","1"
"lid","1"
"lex","1"
"lev","1"
"lec","1"
"lde","1"
"lda","1"
"ld ","1"
"las","1"
"laf","1"
"la:","1"
"l: ","1"
"l).","1"
"l é","1"
"l w","1"
"l u","1"
"l j","1"
"l T","1"
"l P","1"
"l N","1"
"l F","1"
"l C","1"
"l 4","1"
"k y","1"
"jud","1"
"jor","1"
"jan","1"
"jad","1"
"ja.","1"
"i—.","1"
"ièn","1"
"iàr","1"
"ixà","1"
"ixu","1"
"ixo","1"
"ixi","1"
"ix.","1"
"ix,","1"
"ius","1"
"iu.","1"
"itr","1"
"ito","1"
"itj","1"
"itg","1"
"iso","1"
"irr","1"
"irc","1"
"ir,","1"
"ipe","1"
"ipa","1"
"ip ","1"
"ios","1"
"iom","1"
"iod","1"
"io ","1"
"inz","1"
"iny","1"
"inq","1"
"imu","1"
"ims","1"
"imo","1"
"imi","1"
"ilm","1"
"il:","1"
"il,","1"
"ii)","1"
"igo","1"
"igm","1"
"ig.","1"
"iet","1"
"ie,","1"
"idu","1"
"idr","1"
"idi","1"
"id,","1"
"id ","1"
"icu","1"
"ico","1"
"icl","1"
"ich","1"
"icc","1"
"ibi","1"
"ia:","1"
"i].","1"
"i] ","1"
"i) ","1"
"i i","1"
"i g","1"
"i T","1"
"i S","1"
"i O","1"
"i I","1"
"i B","1"
"i A","1"
"i 1","1"
"híd","1"
"how","1"
"hom","1"
"hn ","1"
"hib","1"
"ha,","1"
"h, ","1"
"güe","1"
"gú ","1"
"gó,","1"
"gís","1"
"gèn","1"
"grí","1"
"grà","1"
"gov","1"
"gol","1"
"gna","1"
"gmà","1"
"gma","1"
"git","1"
"gis","1"
"gei","1"
"ge.","1"
"gau","1"
"gas","1"
"gam","1"
"gab","1"
"g. ","1"
"g-p","1"
"g e","1"
"g a","1"
"fèr","1"
"fàb","1"
"fà ","1"
"ful","1"
"fue","1"
"fru","1"
"fro","1"
"fre","1"
"fra","1"
"fos","1"
"foq","1"
"fom","1"
"foi","1"
"flu","1"
"fle","1"
"fla","1"
"fie","1"
"fib","1"
"feu","1"
"fen","1"
"feb","1"
"fe ","1"
"fat","1"
"fam","1"
"e’t","1"
"e’n","1"
"ez,","1"
"exi","1"
"exa","1"
"eus","1"
"eud","1"
"eua","1"
"eu.","1"
"eu-","1"
"eu,","1"
"ets","1"
"etj","1"
"etc","1"
"esè","1"
"esq","1"
"esm","1"
"esf","1"
"es?","1"
"es;","1"
"es:","1"
"es-","1"
"es)","1"
"es!","1"
"erè","1"
"erç","1"
"erp","1"
"erg","1"
"erd","1"
"erb","1"
"epi","1"
"epa","1"
"eor","1"
"enà","1"
"env","1"
"enr","1"
"eno","1"
"enn","1"
"enl","1"
"enj","1"
"enf","1"
"en.","1"
"en,","1"
"eme","1"
"em.","1"
"em,","1"
"el·","1"
"elv","1"
"ele","1"
"el.","1"
"el,","1"
"eja","1"
"ein","1"
"egü","1"
"egn","1"
"efu","1"
"efo","1"
"efl","1"
"efe","1"
"edà","1"
"edr","1"
"ede","1"
"ecí","1"
"ecn","1"
"ebl","1"
"eb ","1"
"ear","1"
"ean","1"
"eac","1"
"ea ","1"
"e? ","1"
"e/ ","1"
"e)ú","1"
"e á","1"
"e N","1"
"e J","1"
"e I","1"
"e E","1"
"e B","1"
"e 5","1"
"e 4","1"
"e 2","1"
"e 1","1"
"dís","1"
"dí ","1"
"dà ","1"
"dul","1"
"dui","1"
"due","1"
"dua","1"
"du ","1"
"ds ","1"
"doe","1"
"do-","1"
"dmi","1"
"dje","1"
"dià","1"
"dit","1"
"dig","1"
"dev","1"
"det","1"
"deg","1"
"ded","1"
"de.","1"
"dav","1"
"das","1"
"dan","1"
"dam","1"
"dac","1"
"da;","1"
"da:","1"
"da)","1"
"d-e","1"
"d q","1"
"d h","1"
"d g","1"
"d M","1"
"cór","1"
"còn","1"
"cíf","1"
"càr","1"
"càl","1"
"cup","1"
"cum","1"
"cud","1"
"cua","1"
"ctu","1"
"cré","1"
"crà","1"
"coi","1"
"coa","1"
"co-","1"
"cno","1"
"clo","1"
"cla","1"
"cià","1"
"cis","1"
"cir","1"
"cim","1"
"ch,","1"
"ced","1"
"cea","1"
"cav","1"
"ca:","1"
"ca.","1"
"ca)","1"
"c-c","1"
"c é","1"
"c v","1"
"c q","1"
"c o","1"
"c g","1"
"c f","1"
"c e","1"
"c c","1"
"c N","1"
"bés","1"
"bvi","1"
"bur","1"
"brú","1"
"brí","1"
"bro","1"
"bos","1"
"bor","1"
"boq","1"
"bon","1"
"bol","1"
"boi","1"
"boc","1"
"blo","1"
"bje","1"
"bin","1"
"bic","1"
"bel","1"
"bei","1"
"baé","1"
"bad","1"
"b t","1"
"b s","1"
"b n","1"
"b  ","1"
"aó,","1"
"aó ","1"
"aïm","1"
"aér","1"
"aça","1"
"azò","1"
"avu","1"
"aus","1"
"aum","1"
"aug","1"
"auc","1"
"au,","1"
"au ","1"
"atè","1"
"atà","1"
"atx","1"
"atr","1"
"ato","1"
"atl","1"
"ati","1"
"asp","1"
"asm","1"
"asi","1"
"as.","1"
"arx","1"
"arq","1"
"arp","1"
"apl","1"
"ap,","1"
"aos","1"
"anx","1"
"anp","1"
"anm","1"
"an?","1"
"an.","1"
"amv","1"
"alz","1"
"aly","1"
"alv","1"
"alo","1"
"ald","1"
"al)","1"
"aju","1"
"ajo","1"
"air","1"
"agr","1"
"age","1"
"ag ","1"
"afà","1"
"afi","1"
"adí","1"
"adu","1"
"adm","1"
"adj","1"
"acl","1"
"abs","1"
"abo","1"
"a? ","1"
"a-s","1"
"a —","1"
"a è","1"
"a j","1"
"a V","1"
"a T","1"
"a P","1"
"a L","1"
"a I","1"
"]. ","1"
"], ","1"
"] i","1"
"] L","1"
"] A","1"
"[…]","1"
"[2]","1"
"[1]","1"
"Vin","1"
"Veu","1"
"T’h","1"
"Tro","1"
"Tor","1"
"The","1"
"Tas","1"
"Tan","1"
"S’a","1"
"Sín","1"
"Sob","1"
"Ser","1"
"Seg","1"
"Sal","1"
"SAB","1"
"Rib","1"
"Rec","1"
"Què","1"
"Qua","1"
"Pse","1"
"Pot","1"
"Pod","1"
"Pat","1"
"Old","1"
"O (","1"
"Nun","1"
"Nor","1"
"Nac","1"
"N t","1"
"N c","1"
"Més","1"
"Men","1"
"Mat","1"
"Man","1"
"Mal","1"
"L’o","1"
"Lui","1"
"Lo ","1"
"Llo","1"
"Lev","1"
"Jau","1"
"Ins","1"
"Ina","1"
"ISA","1"
"IO ","1"
"II.","1"
"I v","1"
"I t","1"
"I q","1"
"I l","1"
"I i","1"
"I f","1"
"I a","1"
"Hoa","1"
"Ho ","1"
"Hip","1"
"Her","1"
"Hem","1"
"Hau","1"
"Gua","1"
"Grà","1"
"Fun","1"
"Fra","1"
"For","1"
"Fem","1"
"Fe.","1"
"Fe,","1"
"Fe ","1"
"Far","1"
"Fac","1"
"Fa ","1"
"FIS","1"
"Euc","1"
"Esc","1"
"Es ","1"
"Ens","1"
"Eno","1"
"Eng","1"
"Dur","1"
"Dom","1"
"Dea","1"
"Cro","1"
"Cre","1"
"Cot","1"
"Com","1"
"Cen","1"
"Cau","1"
"Cas","1"
"Can","1"
"Cam","1"
"Cai","1"
"Bof","1"
"Bio","1"
"BIO","1"
"Aus","1"
"Ask","1"
"Ant","1"
"Ang","1"
"Amè","1"
"Amu","1"
"Amb","1"
"Alt","1"
"ABI","1"
"A p","1"
"A m","1"
"A l","1"
"A e","1"
"A A","1"
"? T","1"
"? Q","1"
"? P","1"
"? E","1"
"; l","1"
": v","1"
": s","1"
": n","1"
": h","1"
": L","1"
": D","1"
":  ","1"
"990","1"
"978","1"
"923","1"
"903","1"
"900","1"
"90,","1"
"8o ","1"
"8. ","1"
"8, ","1"
"8 s","1"
"8 f","1"
"78,","1"
"7. ","1"
"7 i","1"
"7 e","1"
"7 d","1"
"600","1"
"58o","1"
"58.","1"
"57.","1"
"57 ","1"
"5 m","1"
"4 d","1"
"30 ","1"
"3,7","1"
"2],","1"
"27 ","1"
"23.","1"
"23,","1"
"200","1"
"1] ","1"
"199","1"
"197","1"
"192","1"
"17 ","1"
"160","1"
"14 ","1"
"130","1"
"117","1"
"1,5","1"
"1 r","1"
"07 ","1"
"03.","1"
"007","1"
"00.","1"
"0. ","1"
"0, ","1"
"0 s","1"
"0 m","1"
"0 e","1"
"0 c","1"
"/1 ","1"
"/ A","1"
".[…","1"
". «","1"
". V","1"
". R","1"
". G","1"
"-ts","1"
"-te","1"
"-so","1"
"-se","1"
"-po","1"
"-no","1"
"-ne","1"
"-me","1"
"-lo","1"
"-es","1"
"-cò","1"
"-co","1"
",7 ","1"
",5 ","1"
", z","1"
", T","1"
", S","1"
", I","1"
", E","1"
", A","1"
",  ","1"
")ús","1"
")me","1"
")he","1"
") é","1"
"(un","1"
"(so","1"
"(s)","1"
"(ou","1"
"(i ","1"
"(de","1"
"(an","1"
"(am","1"
"(Se","1"
"(Ps","1"
"(Fu","1"
"! A","1"
" —c","1"
" út","1"
" ús","1"
" èp","1"
" ág","1"
" àr","1"
" «H","1"
" yo","1"
" xi","1"
" we","1"
" wa","1"
" ví","1"
" ul","1"
" tí","1"
" sò","1"
" sé","1"
" sè","1"
" rà","1"
" pà","1"
" ol","1"
" ok","1"
" of","1"
" nà","1"
" mú","1"
" mò","1"
" mè","1"
" lí","1"
" lá","1"
" it","1"
" is","1"
" ir","1"
" id","1"
" hí","1"
" ho","1"
" gè","1"
" fè","1"
" fl","1"
" eq","1"
" ef","1"
" dr","1"
" cà","1"
" aç","1"
" ao","1"
" aj","1"
" [2","1"
" [1","1"
" Ve","1"
" VI","1"
" T’","1"
" Tr","1"
" Th","1"
" S’","1"
" Sí","1"
" So","1"
" Ri","1"
" Re","1"
" Ol","1"
" Nu","1"
" Na","1"
" Me","1"
" Lu","1"
" Lo","1"
" Ll","1"
" Ja","1"
" Im","1"
" I.","1"
" He","1"
" Gu","1"
" Gr","1"
" Fr","1"
" Fo","1"
" FI","1"
" Eu","1"
" Cr","1"
" Co","1"
" Ce","1"
" Bi","1"
" As","1"
" 27","1"
" 23","1"
" 20","1"
" 16","1"
" 14","1"
" 13","1"
" 11","1"
" 1,","1"
" /1","1"
" , ","1"
" (u","1"
" (o","1"
" (i","1"
" (d","1"
" (S","1"
" (P","1"
" (F","1"
"  p","1"
"  l","1"
"  j","1"
"  e","1"
"  M","1"
"  I","1"
"  E","1"
